mileage,make,model,fuel,gear,offerType,price,hp,year,mileage_bins
14800,Mitsubishi,Space Star,Gasoline,Manual,Used,8350.0,71.0,2019,under 50k
8600,Ford,Focus,Gasoline,Automatic,Used,29890.0,280.0,2020,under 50k
12000,Ford,Mondeo,Gasoline,Automatic,Demonstration,29890.0,190.0,2020,under 50k
8000,Volkswagen,T6.1 Transporter,Diesel,Manual,Demonstration,30840.0,150.0,2020,under 50k
8640,Audi,A4,Gasoline,Automatic,Used,30990.0,190.0,2020,under 50k
7523,Opel,Astra,Gasoline,Automatic,Demonstration,31190.0,145.0,2020,under 50k
21142,Ford,Kuga,Diesel,Automatic,Employee's car,31449.0,190.0,2020,under 50k
27000,Skoda,Superb,Diesel,Automatic,Used,31799.0,190.0,2020,under 50k
7661,Ford,Galaxy,Diesel,Automatic,Employee's car,31900.0,190.0,2020,under 50k
8500,Opel,Zafira Life,Diesel,Automatic,Used,31900.0,122.0,2020,under 50k
7543,Lexus,UX 250h,Electric/Gasoline,Automatic,Employee's car,31980.0,184.0,2020,under 50k
10582,Lexus,UX 250h,Electric/Gasoline,Automatic,Employee's car,31980.0,184.0,2020,under 50k
19012,Ford,S-Max,Diesel,Automatic,Used,32480.0,190.0,2020,under 50k
8,Toyota,Proace,Diesel,Automatic,Used,32880.0,122.0,2020,under 50k
5,Renault,Captur,Electric/Gasoline,Automatic,Used,32990.0,91.0,2020,under 50k
15200,BMW,320,Diesel,Automatic,Used,33400.0,190.0,2020,under 50k
6850,SEAT,Ateca,Gasoline,Automatic,Employee's car,33690.0,190.0,2020,under 50k
9050,BMW,320,Gasoline,Automatic,Used,33900.0,184.0,2020,under 50k
7110,Mazda,6,Gasoline,Automatic,Used,33900.0,194.0,2020,under 50k
15522,Volkswagen,Tiguan,Diesel,Automatic,Employee's car,33990.0,150.0,2020,under 50k
15736,Ford,S-Max,Diesel,Automatic,Employee's car,34669.0,190.0,2020,under 50k
20,Fiat,500,Gasoline,Manual,Pre-registered,12490.0,69.0,2021,under 50k
600,Citroen,C1,Gasoline,Manual,Demonstration,12500.0,72.0,2021,under 50k
100,Renault,Twingo,Gasoline,Manual,Demonstration,12500.0,65.0,2021,under 50k
10,Suzuki,Ignis,Gasoline,Manual,Used,12500.0,90.0,2021,under 50k
2,Citroen,C1,Gasoline,Manual,Demonstration,12500.0,72.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Used,12648.0,72.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Demonstration,12648.0,72.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Demonstration,12648.0,72.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Demonstration,12648.0,72.0,2021,under 50k
2504,Renault,Twingo,Gasoline,Manual,Demonstration,12660.0,92.0,2021,under 50k
20,Toyota,Aygo,Gasoline,Automatic,Pre-registered,12690.0,72.0,2021,under 50k
1000,Kia,Picanto,Gasoline,Automatic,Demonstration,12800.0,67.0,2021,under 50k
20,Toyota,Aygo,Gasoline,Automatic,Pre-registered,12850.0,72.0,2021,under 50k
5000,Mitsubishi,Space Star,Gasoline,Manual,Demonstration,12860.0,71.0,2021,under 50k
200,Fiat,500,Gasoline,Manual,Used,12890.0,69.0,2021,under 50k
200,Fiat,500,Gasoline,Manual,Used,12890.0,69.0,2021,under 50k
200,Fiat,500,Gasoline,Manual,Used,12890.0,69.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Demonstration,12900.0,72.0,2021,under 50k
10,Peugeot,108,Gasoline,Manual,Demonstration,12900.0,72.0,2021,under 50k
20,Kia,Picanto,Gasoline,Manual,Pre-registered,12950.0,67.0,2021,under 50k
161400,Volkswagen,Touran,Diesel,Automatic,Used,7999.0,105.0,2011,under 200k
499500,Mercedes-Benz,Sprinter,Diesel,Manual,Used,7999.0,163.0,2011,over 200k
147000,Audi,A3,Gasoline,Manual,Used,7999.0,160.0,2011,under 150k
137000,Volkswagen,Touran,Gasoline,Manual,Used,7999.0,140.0,2011,under 150k
110700,Hyundai,iX35,Gasoline,Manual,Used,8000.0,135.0,2011,under 150k
206700,Audi,A6,Diesel,Manual,Used,8100.0,170.0,2011,over 200k
81558,Toyota,Avensis,Diesel,Manual,Used,8190.0,126.0,2011,under 100k
130000,Opel,Insignia,Gasoline,Manual,Used,8190.0,220.0,2011,under 150k
89800,SEAT,Altea XL,Gasoline,Automatic,Used,8199.0,160.0,2011,under 100k
50000,Volkswagen,Golf,Gasoline,Manual,Used,8200.0,86.0,2011,under 50k
220701,Volkswagen,T5 Transporter,Diesel,Manual,Used,8200.0,140.0,2011,over 200k
23800,Mazda,3,Gasoline,Manual,Used,8200.0,105.0,2011,under 50k
96000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,8200.0,86.0,2011,under 100k
187000,Alfa,Romeo Giulietta,Diesel,Manual,Used,8250.0,170.0,2011,under 200k
175000,Volkswagen,Passat Variant,Diesel,Manual,Used,8299.0,140.0,2011,under 200k
29300,Volkswagen,Golf Plus,Gasoline,Manual,Used,8300.0,122.0,2011,under 50k
44000,MINI,One,Gasoline,Manual,Used,8300.0,98.0,2011,under 50k
57250,Skoda,Yeti,Gasoline,Manual,Used,8390.0,105.0,2011,under 100k
110441,BMW,318,Gasoline,Automatic,Used,8450.0,143.0,2011,under 150k
130600,BMW,X1,Diesel,Manual,Used,9750.0,177.0,2012,under 150k
87500,Audi,A3,Gasoline,Manual,Used,9800.0,105.0,2012,under 100k
60500,Hyundai,iX35,Gasoline,Manual,Used,9800.0,135.0,2012,under 100k
134417,Ford,S-Max,Diesel,Automatic,Used,9850.0,163.0,2012,under 150k
131600,Opel,Insignia,Diesel,Manual,Used,9880.0,194.0,2012,under 150k
192496,Mercedes-Benz,C 250,Diesel,Automatic,Used,9880.0,204.0,2012,under 200k
183041,Audi,A4,Diesel,Automatic,Used,9890.0,143.0,2012,under 200k
166272,Volkswagen,Golf,Diesel,Manual,Used,9900.0,105.0,2012,under 200k
207000,Audi,A6,Gasoline,Manual,Used,9900.0,179.0,2012,over 200k
65180,Peugeot,207,Gasoline,Manual,Used,9950.0,120.0,2012,under 100k
170000,Audi,Q3,Diesel,Manual,Used,9950.0,140.0,2012,under 200k
65180,Peugeot,207,Gasoline,Manual,Used,9950.0,120.0,2012,under 100k
123069,Volkswagen,Touran,Gasoline,Manual,Used,9985.0,105.0,2012,under 150k
75990,MINI,Cooper Coupe,Gasoline,Manual,Used,9990.0,122.0,2012,under 100k
134887,Fiat,Scudo,Diesel,Manual,Used,9990.0,128.0,2012,under 150k
72568,BMW,116,Gasoline,Manual,Used,9990.0,136.0,2012,under 100k
80183,BMW,120,Diesel,Manual,Used,9990.0,184.0,2012,under 100k
141161,Audi,A4,Diesel,Manual,Used,9990.0,143.0,2012,under 150k
12500,Peugeot,308,Diesel,Automatic,Used,10599.0,111.0,2013,under 50k
1194,Opel,Astra,Gasoline,Manual,Used,10599.0,140.0,2013,under 50k
110400,Mercedes-Benz,B 180,Diesel,Manual,Used,10600.0,109.0,2013,under 150k
145031,Nissan,Navara,Diesel,Manual,Used,10686.0,190.0,2013,under 150k
110000,Volvo,V40,Diesel,Manual,Used,10700.0,114.0,2013,under 150k
75000,BMW,116,Diesel,Manual,Used,10700.0,116.0,2013,under 100k
147000,Volkswagen,Passat Variant,Diesel,Manual,Used,10750.0,140.0,2013,under 150k
67000,Ford,Focus,Diesel,Manual,Used,10750.0,163.0,2013,under 100k
145700,Nissan,Murano,Diesel,Automatic,Used,10790.0,190.0,2013,under 150k
91200,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,10800.0,122.0,2013,under 100k
92000,Volkswagen,Caddy,Diesel,Automatic,Used,10800.0,102.0,2013,under 100k
110608,Skoda,Superb,Diesel,Manual,Used,10801.0,140.0,2013,under 150k
123500,Toyota,Auris,Electric/Gasoline,Automatic,Used,10850.0,99.0,2013,under 150k
108000,Volkswagen,Touran,Gasoline,Manual,Used,10880.0,140.0,2013,under 150k
54000,Audi,A1,Gasoline,Manual,Used,10890.0,86.0,2013,under 100k
70500,BMW,116,Diesel,Automatic,Used,10900.0,116.0,2013,under 100k
78000,Volkswagen,Golf,Diesel,Manual,Used,10900.0,105.0,2013,under 100k
98600,Volkswagen,Jetta,Electric/Gasoline,Automatic,Used,10900.0,150.0,2013,under 100k
194000,Mercedes-Benz,E 200,Diesel,Automatic,Used,10900.0,136.0,2013,under 200k
149876,Volkswagen,Touran,Gasoline,Automatic,Used,10900.0,150.0,2013,under 150k
149300,Audi,A4,Diesel,Manual,Used,11600.0,136.0,2014,under 150k
143000,Opel,Insignia,Diesel,Manual,Used,11649.0,163.0,2014,under 150k
144000,Volkswagen,Eos,Diesel,Automatic,Used,11700.0,140.0,2014,under 150k
42906,Renault,Captur,Gasoline,Automatic,Used,11775.0,120.0,2014,under 50k
98100,Toyota,Verso,Gasoline,Manual,Used,11800.0,147.0,2014,under 100k
177000,Fiat,Freemont,Diesel,Automatic,Used,11800.0,170.0,2014,under 200k
112000,MINI,Cooper SD Countryman,Diesel,Manual,Used,11880.0,143.0,2014,under 150k
128000,Skoda,Superb,Diesel,Automatic,Used,11900.0,140.0,2014,under 150k
59700,Volvo,V40,Diesel,Manual,Used,11900.0,114.0,2014,under 100k
90000,MINI,Cooper,Gasoline,Manual,Used,11900.0,136.0,2014,under 100k
174000,Opel,Zafira,Diesel,Automatic,Used,11950.0,165.0,2014,under 200k
53700,Hyundai,iX35,Gasoline,Manual,Used,11950.0,135.0,2014,under 100k
70000,Volkswagen,Golf,Gasoline,Manual,Used,11950.0,86.0,2014,under 100k
47704,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,11990.0,110.0,2014,under 50k
115000,Volvo,V40,Gasoline,Manual,Used,11990.0,150.0,2014,under 150k
89900,MINI,Cooper,Gasoline,Manual,Used,11990.0,136.0,2014,under 100k
88000,Ford,Grand C-Max,Gasoline,Manual,Used,11995.0,150.0,2014,under 100k
58610,Peugeot,208,Gasoline,Manual,Used,11995.0,200.0,2014,under 100k
61221,Audi,A1,Gasoline,Manual,Used,12000.0,86.0,2014,under 100k
174297,Volkswagen,Touran,Diesel,Manual,Used,11911.0,150.0,2015,under 200k
192500,Volkswagen,Passat Variant,Diesel,Automatic,Used,11950.0,150.0,2015,under 200k
94200,Skoda,Octavia,Diesel,Manual,Used,11950.0,110.0,2015,under 100k
51900,Volkswagen,Golf,Gasoline,Manual,Used,11950.0,110.0,2015,under 100k
46000,Honda,Jazz,Gasoline,Manual,Used,11950.0,102.0,2015,under 50k
100000,Volkswagen,T5 Transporter,Diesel,Manual,Used,11980.0,84.0,2015,under 100k
45565,Toyota,Yaris,Electric/Gasoline,Automatic,Used,11980.0,101.0,2015,under 50k
73200,Volkswagen,Golf,Gasoline,Manual,Used,11990.0,110.0,2015,under 100k
113500,BMW,218,Gasoline,Manual,Used,11990.0,136.0,2015,under 150k
113500,BMW,218,Gasoline,Manual,Used,11990.0,136.0,2015,under 150k
98900,Opel,Mokka,Diesel,Automatic,Used,11990.0,136.0,2015,under 100k
99900,Opel,Mokka,Diesel,Manual,Used,11990.0,136.0,2015,under 100k
62351,Nissan,Pulsar,Gasoline,Automatic,Used,11990.0,116.0,2015,under 100k
138000,BMW,118,Diesel,Manual,Used,11990.0,143.0,2015,under 150k
216000,Audi,A4,Diesel,Automatic,Used,11990.0,150.0,2015,over 200k
81236,Renault,Grand Scenic,Diesel,Automatic,Used,11995.0,110.0,2015,under 100k
150000,Volkswagen,Crafter,Diesel,Manual,Used,11999.0,109.0,2015,under 150k
92800,Volkswagen,Golf,Diesel,Automatic,Used,12000.0,110.0,2015,under 100k
200000,Volkswagen,Touran,Diesel,Automatic,Used,12000.0,150.0,2015,under 200k
129000,Volkswagen,Golf Variant,Diesel,Automatic,Used,11330.0,110.0,2016,under 150k
45397,Volkswagen,Golf,Gasoline,Manual,Used,11380.0,86.0,2016,under 50k
18130,Hyundai,i30,Gasoline,Manual,Used,11390.0,101.0,2016,under 50k
49500,Honda,Civic,Gasoline,Manual,Used,11390.0,101.0,2016,under 50k
36957,Opel,Adam,Gasoline,Manual,Used,11390.0,116.0,2016,under 50k
61000,Ford,Fiesta,Gasoline,Manual,Used,11400.0,101.0,2016,under 100k
52700,Volkswagen,Polo,Diesel,Manual,Used,11450.0,90.0,2016,under 100k
91200,Opel,Mokka,Diesel,Manual,Used,11450.0,136.0,2016,under 100k
35000,Volkswagen,Polo,Gasoline,Manual,Used,11450.0,90.0,2016,under 50k
23782,Citroen,C4,Diesel,Manual,Used,11485.0,99.0,2016,under 50k
53850,Hyundai,i20,Gasoline,Manual,Used,11490.0,120.0,2016,under 100k
77500,Citroen,C4,Diesel,Manual,Used,11490.0,120.0,2016,under 100k
41600,Toyota,Yaris,Electric/Gasoline,Automatic,Used,11499.0,75.0,2016,under 50k
78000,Hyundai,i40,Diesel,Automatic,Used,11500.0,141.0,2016,under 100k
93100,Opel,Astra,Diesel,Manual,Used,11500.0,110.0,2016,under 100k
72683,Renault,Captur,Diesel,Manual,Used,11500.0,110.0,2016,under 100k
48600,Volkswagen,Polo,Diesel,Manual,Used,11550.0,90.0,2016,under 50k
43700,Mercedes-Benz,Citan,Diesel,Manual,Used,11600.0,110.0,2016,under 50k
38423,Ford,Focus,Gasoline,Automatic,Used,11600.0,125.0,2016,under 50k
20000,Nissan,Micra,Gasoline,Manual,Used,9490.0,80.0,2017,under 50k
168580,SEAT,Leon,Diesel,Manual,Used,9499.0,116.0,2017,under 200k
39800,Skoda,Fabia,Gasoline,Manual,Used,9500.0,75.0,2017,under 50k
42000,Dacia,Sandero,Gasoline,Manual,Used,9500.0,90.0,2017,under 50k
172783,Volkswagen,Golf,Diesel,Manual,Used,9500.0,110.0,2017,under 200k
29830,Ford,Fiesta,Gasoline,Manual,Used,9500.0,60.0,2017,under 50k
60344,Nissan,Micra,Gasoline,Manual,Used,9590.0,90.0,2017,under 100k
37885,Opel,Corsa,Gasoline,Manual,Used,9590.0,90.0,2017,under 50k
81218,Skoda,Fabia,Gasoline,Manual,Used,9690.0,95.0,2017,under 100k
33700,Ford,Fiesta,Gasoline,Manual,Used,9790.0,92.0,2017,under 50k
42600,Renault,Twingo,Gasoline,Manual,Used,9790.0,109.0,2017,under 50k
28651,Volkswagen,Polo,Gasoline,Manual,Used,9790.0,60.0,2017,under 50k
54000,Opel,Astra,Diesel,Manual,Used,9800.0,110.0,2017,under 100k
111000,Opel,Adam,Gasoline,Manual,Used,9800.0,150.0,2017,under 150k
43700,Citroen,C3,Gasoline,Manual,Used,9890.0,82.0,2017,under 50k
25500,Volkswagen,Polo,Gasoline,Manual,Used,9900.0,65.0,2017,under 50k
141392,Mercedes-Benz,Citan,Diesel,Manual,Used,9900.0,110.0,2017,under 150k
157654,Skoda,Octavia,Diesel,Automatic,Used,9917.0,150.0,2017,under 200k
27263,Opel,Corsa,Gasoline,Manual,Used,9950.0,69.0,2017,under 50k
162842,Mercedes-Benz,Citan,Diesel,Manual,Used,9950.0,110.0,2017,under 200k
192256,BMW,218,Diesel,Automatic,Used,12599.0,150.0,2018,under 200k
13756,smart,forTwo,Gasoline,Automatic,Used,12600.0,90.0,2018,under 50k
12339,Ford,Fiesta,Gasoline,Manual,Used,12600.0,86.0,2018,under 50k
95100,Volkswagen,Golf,Diesel,Manual,Used,12650.0,116.0,2018,under 100k
88350,Volkswagen,Golf,Diesel,Manual,Used,12650.0,116.0,2018,under 100k
31100,Fiat,500C,Gasoline,Manual,Used,12750.0,105.0,2018,under 50k
172549,SEAT,Leon,Diesel,Automatic,Used,12777.0,150.0,2018,under 200k
83000,Hyundai,i30,Diesel,Manual,Used,12790.0,110.0,2018,under 100k
48500,Renault,Captur,Diesel,Manual,Used,12850.0,90.0,2018,under 50k
6296,MINI,One,Gasoline,Manual,Used,12850.0,75.0,2018,under 50k
86900,Peugeot,308,Diesel,Manual,Used,12850.0,131.0,2018,under 100k
80000,Volkswagen,Golf Variant,Diesel,Automatic,Used,12870.0,116.0,2018,under 100k
66500,Volkswagen,up!,Gasoline,Manual,Used,12890.0,116.0,2018,under 100k
40300,SEAT,Leon,Gasoline,Manual,Used,12900.0,110.0,2018,under 50k
73800,MINI,Cooper,Gasoline,Manual,Used,12900.0,106.0,2018,under 100k
28219,Kia,Picanto,Gasoline,Manual,Used,12900.0,101.0,2018,under 50k
20800,Volkswagen,Polo,Gasoline,Manual,Used,12930.0,65.0,2018,under 50k
66000,Ford,Focus,Gasoline,Manual,Used,12950.0,101.0,2018,under 100k
22700,Dacia,Duster,Gasoline,Manual,Used,12950.0,125.0,2018,under 50k
59800,Volkswagen,Golf,Diesel,Manual,Used,12950.0,116.0,2018,under 100k
30100,Kia,Ceed SW / cee'd SW,Gasoline,Manual,Used,12990.0,99.0,2019,under 50k
24000,Ford,Fiesta,Gasoline,Manual,Used,12990.0,71.0,2019,under 50k
3918,Opel,Corsa,Gasoline,Manual,Used,12992.0,90.0,2019,under 50k
24677,Ford,Fiesta,Gasoline,Manual,Used,12995.0,86.0,2019,under 50k
21010,Ford,Fiesta,Gasoline,Manual,Used,12995.0,86.0,2019,under 50k
10356,Ford,Fiesta,Gasoline,Manual,Used,12996.0,86.0,2019,under 50k
9950,Opel,Adam,Gasoline,Manual,Used,13097.0,87.0,2019,under 50k
9950,Opel,Adam,Gasoline,Manual,Used,13097.0,87.0,2019,under 50k
8378,Opel,Adam,Gasoline,Manual,Used,13097.0,87.0,2019,under 50k
9216,Opel,Adam,Gasoline,Manual,Used,13097.0,87.0,2019,under 50k
9359,Opel,Adam,Gasoline,Manual,Used,13097.0,87.0,2019,under 50k
12725,Opel,Astra,Gasoline,Manual,Used,13180.0,105.0,2019,under 50k
20000,Ford,Fiesta,Gasoline,Manual,Used,13190.0,101.0,2019,under 50k
8488,Opel,Adam,Gasoline,Manual,Used,13197.0,87.0,2019,under 50k
8913,Opel,Adam,Gasoline,Manual,Used,13197.0,87.0,2019,under 50k
7278,Opel,Adam,Gasoline,Manual,Used,13197.0,87.0,2019,under 50k
5749,Opel,Adam,Gasoline,Manual,Used,13197.0,87.0,2019,under 50k
14550,SEAT,Ibiza,Gasoline,Manual,Used,13250.0,95.0,2019,under 50k
30440,SEAT,Ibiza,Diesel,Manual,Used,13275.0,80.0,2019,under 50k
10000,Ford,Fiesta,Gasoline,Manual,Used,13290.0,86.0,2019,under 50k
0,Ford,Kuga,Gasoline,Manual,Pre-registered,27900.0,150.0,2020,under 50k
49,Jeep,Compass,Gasoline,Automatic,Pre-registered,28490.0,150.0,2020,under 50k
49,Jeep,Compass,Gasoline,Automatic,Pre-registered,29290.0,150.0,2020,under 50k
4000,SEAT,Leon,Gasoline,Automatic,Demonstration,30590.0,150.0,2020,under 50k
4600,Jeep,Renegade,Electric/Gasoline,Automatic,Used,32990.0,241.0,2020,under 50k
990,SEAT,Leon,Electric/Gasoline,Automatic,Demonstration,33900.0,204.0,2020,under 50k
14151,BMW,X1,Diesel,Automatic,Used,43499.0,190.0,2020,under 50k
12751,BMW,520,Diesel,Automatic,Used,48999.0,190.0,2020,under 50k
25000,BMW,730,Diesel,Automatic,Used,84990.0,265.0,2020,under 50k
3454,Renault,Kangoo,Diesel,Manual,Used,4676.0,80.0,2020,under 50k
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,9890.0,72.0,2020,under 50k
1694,Mitsubishi,Space Star,Gasoline,Manual,Used,9950.0,71.0,2020,under 50k
3554,Renault,Twingo,Gasoline,Manual,Demonstration,10490.0,73.0,2020,under 50k
1,Fiat,Panda,Gasoline,Manual,Pre-registered,10640.0,69.0,2020,under 50k
7962,Volkswagen,up!,Gasoline,Manual,Used,10973.0,60.0,2020,under 50k
15,Kia,Picanto,Gasoline,Manual,Pre-registered,11170.0,67.0,2020,under 50k
15,Kia,Picanto,Gasoline,Manual,Pre-registered,11170.0,67.0,2020,under 50k
1250,Renault,Clio,Others,Manual,Pre-registered,16990.0,91.0,2021,under 50k
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,16990.0,95.0,2021,under 50k
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,16990.0,95.0,2021,under 50k
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,16990.0,95.0,2021,under 50k
100,Suzuki,Ignis,Gasoline,Manual,Demonstration,16998.0,83.0,2021,under 50k
50,Opel,Corsa,Gasoline,Manual,Employee's car,17190.0,101.0,2021,under 50k
50,Skoda,Fabia,Gasoline,Automatic,Pre-registered,17275.0,95.0,2021,under 50k
3000,Mazda,2,Gasoline,Manual,Demonstration,17300.0,90.0,2021,under 50k
20,Suzuki,Swift,Gasoline,Automatic,Pre-registered,17350.0,83.0,2021,under 50k
5,Opel,Corsa,Gasoline,Manual,Employee's car,17390.0,101.0,2021,under 50k
50,Opel,Corsa,Gasoline,Manual,Pre-registered,17390.0,101.0,2021,under 50k
3000,Hyundai,i20,Electric/Gasoline,Manual,Demonstration,17390.0,101.0,2021,under 50k
8,Opel,Corsa,Gasoline,Manual,Pre-registered,17480.0,101.0,2021,under 50k
8,Opel,Corsa,Gasoline,Automatic,Pre-registered,17480.0,101.0,2021,under 50k
8,Opel,Corsa,Gasoline,Manual,Pre-registered,17480.0,101.0,2021,under 50k
1200,Renault,Clio,Gasoline,Manual,Demonstration,17480.0,91.0,2021,under 50k
10,Hyundai,i20,Gasoline,Manual,Pre-registered,17490.0,101.0,2021,under 50k
50,Citroen,C3,Gasoline,Manual,Used,17490.0,82.0,2021,under 50k
60,Ford,Fiesta,Gasoline,Manual,Employee's car,17499.0,95.0,2021,under 50k
50,Ford,Fiesta,Gasoline,Manual,Pre-registered,17500.0,95.0,2021,under 50k
135500,BMW,320,Diesel,Manual,Used,7999.0,184.0,2011,under 150k
237400,Volkswagen,Golf,Diesel,Automatic,Used,7999.0,140.0,2011,over 200k
200000,Volkswagen,Sharan,Diesel,Automatic,Used,7999.0,140.0,2011,under 200k
204000,Audi,A6,Diesel,Automatic,Used,8000.0,190.0,2011,over 200k
180000,Renault,Trafic,Diesel,Manual,Used,8000.0,114.0,2011,under 200k
92328,BMW,118,Gasoline,Manual,Used,8000.0,143.0,2011,under 100k
149000,Ford,Transit,Diesel,Manual,Used,8100.0,140.0,2011,under 150k
67000,Opel,Insignia,Gasoline,Manual,Used,8150.0,140.0,2011,under 100k
122958,Volkswagen,Golf Plus,Diesel,Automatic,Used,8200.0,105.0,2011,under 150k
180000,Mercedes-Benz,Sprinter,Diesel,Manual,Used,8200.0,163.0,2011,under 200k
284188,Mercedes-Benz,E 220,Diesel,Automatic,Used,8290.0,170.0,2011,over 200k
70500,Alfa,Romeo Giulietta,Gasoline,Manual,Used,8299.0,170.0,2011,under 100k
81568,Mercedes-Benz,B 180,Diesel,Automatic,Used,8333.0,109.0,2011,under 100k
45021,Volkswagen,Polo,Gasoline,Manual,Used,8375.0,60.0,2011,under 50k
170150,Ford,Kuga,Diesel,Manual,Used,8400.0,140.0,2011,under 200k
182000,BMW,325,Diesel,Automatic,Used,8400.0,204.0,2011,under 200k
102000,Lancia,Delta,Gasoline,Automatic,Used,8450.0,200.0,2011,under 150k
70150,Nissan,Juke,Gasoline,Manual,Used,8450.0,117.0,2011,under 100k
129800,Opel,Astra,Gasoline,Manual,Used,8490.0,116.0,2011,under 150k
120199,MINI,Cooper S Coupe,Gasoline,Manual,Used,8490.0,184.0,2011,under 150k
159200,Volkswagen,Passat,Gasoline,Manual,Used,8990.0,160.0,2012,under 200k
206958,BMW,320,Diesel,Automatic,Used,8990.0,184.0,2012,over 200k
144263,Audi,A3,Gasoline,Manual,Used,8990.0,125.0,2012,under 150k
86440,Nissan,Qashqai,Gasoline,Manual,Used,8990.0,141.0,2012,under 100k
74462,Opel,Astra,Gasoline,Manual,Used,8990.0,140.0,2012,under 100k
40900,Toyota,Verso-S,Gasoline,Automatic,Used,8990.0,99.0,2012,under 50k
89989,Opel,Astra,Gasoline,Manual,Used,8990.0,101.0,2012,under 100k
201299,Skoda,Superb,Diesel,Automatic,Used,8999.0,170.0,2012,over 200k
163500,Subaru,Legacy,Diesel,Manual,Used,8999.0,150.0,2012,under 200k
72883,Ford,C-Max,Gasoline,Manual,Used,8999.0,150.0,2012,under 100k
151976,Honda,CR-V,Diesel,Manual,Used,8999.0,150.0,2012,under 200k
149999,Volkswagen,Touran,Gasoline,Automatic,Used,8999.0,140.0,2012,under 150k
142000,Volvo,V40,Diesel,Manual,Used,9000.0,114.0,2012,under 150k
100500,Peugeot,308,Diesel,Automatic,Used,9000.0,111.0,2012,under 150k
194425,Volkswagen,Tiguan,Diesel,Manual,Used,9003.0,170.0,2012,under 200k
290000,Ford,Transit,Diesel,Manual,Used,9100.0,140.0,2012,over 200k
83016,Volkswagen,Golf,Gasoline,Manual,Used,9160.0,105.0,2012,under 100k
45850,Nissan,Qashqai,Gasoline,Automatic,Used,9190.0,141.0,2012,under 50k
111000,Citroen,Jumper,Diesel,Manual,Used,9249.0,131.0,2012,under 150k
75000,Audi,A1,Gasoline,Manual,Used,9250.0,122.0,2012,under 100k
41000,MINI,Cooper D Paceman,Diesel,Automatic,Used,9900.0,111.0,2013,under 50k
54700,Volkswagen,Golf,Gasoline,Manual,Used,9900.0,122.0,2013,under 100k
80000,Volkswagen,Golf,Gasoline,Manual,Used,9900.0,86.0,2013,under 100k
167000,Volkswagen,Beetle,Diesel,Automatic,Used,9900.0,140.0,2013,under 200k
134300,Volkswagen,Golf,Diesel,Manual,Used,9900.0,105.0,2013,under 150k
134900,Volkswagen,Golf,Diesel,Manual,Used,9900.0,105.0,2013,under 150k
134300,Volkswagen,Golf,Diesel,Manual,Used,9900.0,105.0,2013,under 150k
127275,BMW,116,Diesel,Manual,Used,9900.0,116.0,2013,under 150k
72200,Opel,Astra,Gasoline,Manual,Used,9950.0,120.0,2013,under 100k
200000,Mercedes-Benz,C 200,Diesel,Manual,Used,9950.0,136.0,2013,under 200k
94362,Honda,Civic,Gasoline,Manual,Used,9950.0,141.0,2013,under 100k
62000,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,9950.0,105.0,2013,under 100k
163000,Ford,Kuga,Diesel,Manual,Used,9950.0,140.0,2013,under 200k
126000,Toyota,Verso,Gasoline,Manual,Used,9980.0,147.0,2013,under 150k
153895,Volkswagen,Tiguan,Gasoline,Manual,Used,9980.0,122.0,2013,under 200k
110000,Hyundai,i30,Diesel,Manual,Used,9980.0,110.0,2013,under 150k
321000,Volkswagen,T5 Transporter,Diesel,Manual,Used,9990.0,140.0,2013,over 200k
116968,Mercedes-Benz,B 180,Gasoline,Manual,Used,9990.0,122.0,2013,under 150k
105500,Opel,Mokka,Diesel,Manual,Used,9990.0,131.0,2013,under 150k
145336,Mercedes-Benz,C 180,Diesel,Manual,Used,9999.0,120.0,2014,under 150k
65500,Ford,Focus,Gasoline,Manual,Used,9999.0,150.0,2014,under 100k
86985,Volkswagen,Golf,CNG,Manual,Used,9999.0,110.0,2014,under 100k
75000,Toyota,Verso-S,Gasoline,Automatic,Used,9999.0,99.0,2014,under 100k
114498,Citroen,Grand C4 SpaceTourer,Gasoline,Manual,Used,9999.0,120.0,2014,under 150k
18100,Opel,Adam,Gasoline,Manual,Used,9999.0,69.0,2014,under 50k
93000,Hyundai,iX35,Gasoline,Manual,Used,10000.0,135.0,2014,under 100k
77000,MINI,One,Gasoline,Manual,Used,10000.0,102.0,2014,under 100k
98684,Skoda,Yeti,Diesel,Manual,Used,10100.0,140.0,2014,under 100k
149870,Skoda,Octavia,Diesel,Automatic,Used,10199.0,150.0,2014,under 150k
59000,Dacia,Duster,Gasoline,Manual,Used,10299.0,105.0,2014,under 100k
66000,Volkswagen,Tiguan,Gasoline,Manual,Used,10300.0,122.0,2014,under 100k
